"","IDBASE","TIPOC","tratamiento","trat_nivel","vali_febrero","vali","vali_total","vali_semana","vali_fin","recargas","recar_total","recar_semana","recar_fin","recar_fin","valor_recargas_total","valor_recarga_promedio","sald_promedio_antes","sald_promedio_despues","num_gastos","viajes_sitp","viajes_carro","semana_tratado","GENERO","diff","diff2","P22C","P22M","P3","automovil","moto","no_tiene_medio_trans","bici_pati","trabaja","estudia","casado","strata"
"1204",16554,"Tratamiento 1",1,2,5,2,2,2,0,0,0,0,0,0,0,0,0,0,3,1,0,21,1,80,140,3,10,3,0,0,1,0,1,0,0,2
"1205",16558,"Tratamiento 1",1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,1,150,NA,30,30,1,1,0,0,0,1,0,0,2
"1206",16590,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,21,1,60,NA,3,10,3,1,0,0,0,1,0,1,3
"1207",16594,"Tratamiento 1",1,2,9.25,7,7,4,3,0,0,0,0,0,0,0,0,0,2,2,0,20,1,NA,60,NA,NA,3,0,0,1,0,1,0,0,NA
"1208",16607,"Tratamiento 1",1,2,1,14,14,14,0,0,0,0,0,0,0,0,0,0,2,1,0,21,1,150,90,7,5,5,0,0,1,0,1,0,0,1
"1209",16620,"Tratamiento 1",1,2,8.5,11,11,9,2,1,1,1,0,0,10000,10000,1400,11400,3,1,0,20,1,15,120,4,5,4,1,0,0,0,0,0,0,2
"1210",16637,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21,1,90,NA,6,5,2,1,0,0,0,0,0,1,2
"1211",16641,"Tratamiento 1",1,2,9.5,18,18,15,3,1,1,1,0,0,10000,10000,500,10500,NA,NA,NA,21,1,NA,60,NA,NA,3,0,0,0,1,1,0,0,2
"1212",16644,"Tratamiento 1",1,2,0,9,9,7,2,0,0,0,0,0,0,0,0,0,2,3,0,30,0,60,NA,NA,NA,5,0,1,0,0,1,0,0,2
"1213",16696,"Tratamiento 1",1,2,10.25,7,7,6,1,2,2,1,1,1,15000,7500,0,7500,1,2,0,20,0,90,NA,2,5,4,0,0,1,0,1,0,1,1
"1214",16706,"Tratamiento 1",1,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,60,NA,6,5,4,0,0,0,1,1,0,1,2
"1215",16723,"Tratamiento 1",1,2,17.5,13,13,11,2,2,2,1,1,1,45000,22500,9050,31550,2,2,0,20,0,NA,90,NA,NA,3,0,0,1,0,1,0,0,2
"1216",16761,"Tratamiento 1",1,2,0,7,7,3,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,21,0,30,110,5,5,4,0,0,1,0,1,0,0,2
"1217",16787,"Tratamiento 1",1,2,3.25,6,6,6,0,1,1,0,1,1,8000,8000,5300,13300,NA,NA,NA,21,1,40,NA,4,7,2,0,0,1,0,1,0,0,3
"1218",16795,"Tratamiento 1",1,2,7.75,10,10,8,2,1,1,1,0,0,10000,10000,1400,11400,1,2,0,25,1,NA,95,NA,NA,3,0,0,1,0,1,0,1,2
"1219",16844,"Tratamiento 1",1,2,18.75,19,19,15,4,5,5,4,1,1,24000,4800,4260,9060,1,1,0,21,0,70,NA,2,5,4,0,0,1,0,1,0,0,2
"1220",16877,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,20,1,105,NA,2,2,1,0,0,1,0,1,0,0,3
"1221",16896,"Tratamiento 1",1,2,0,4,4,3,1,1,1,1,0,0,28000,28000,1200,29200,1,1,0,26,1,60,NA,2,7,4,0,0,1,0,0,0,0,2
"1222",16905,"Tratamiento 1",1,2,4.5,16,16,11,5,1,1,0,1,1,28000,28000,300,28300,1,1,0,21,1,60,90,3,8,4,0,0,0,1,1,0,0,1
"1223",16908,"Tratamiento 1",1,2,9.75,14,14,12,2,4,4,3,1,1,25000,6250,0,6250,1,1,0,20,1,120,NA,10,5,3,0,0,1,0,1,0,0,2
"1224",16973,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,20,1,95,NA,3,5,7,0,0,1,0,1,0,0,2
"1225",16980,"Tratamiento 1",1,2,0.75,6,6,5,1,1,1,0,1,1,10000,10000,19700,29700,4,2,0,21,1,90,NA,2,4,3,0,0,1,0,1,0,1,2
"1226",16983,"Tratamiento 1",1,2,13.25,13,13,11,2,1,1,1,0,0,50000,50000,165300,215300,NA,NA,NA,26,0,100,NA,15,15,2,1,0,0,0,1,0,0,2
"1227",16986,"Tratamiento 1",1,2,1.5,9,9,8,1,3,3,2,1,1,23850,7950,1266.66666666667,9216.66666666667,3,1,0,21,1,50,75,NA,NA,4,1,0,0,1,1,0,1,3
"1228",17003,"Tratamiento 1",1,2,12.25,21,21,18,3,3,3,2,1,1,26000,8666.66666666667,2533.33333333333,11200,1,2,0,20,1,105,NA,3,5,1,0,0,1,0,1,0,0,NA
"1229",17033,"Tratamiento 1",1,2,9.25,4,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,26,1,240,150,8,15,2,0,0,1,0,0,0,1,1
"1230",17069,"Tratamiento 1",1,2,1.5,4,4,4,0,1,1,1,0,0,5000,5000,1550,6550,NA,NA,NA,21,1,NA,75,NA,NA,4,0,0,1,0,1,0,1,2
"1231",17075,"Tratamiento 1",1,2,5.75,9,9,6,3,3,3,3,0,0,20000,6666.66666666667,3133.33333333333,9800,1,1,0,21,1,120,NA,1,5,7,0,0,0,1,0,0,0,3
"1232",17086,"Tratamiento 1",1,2,4.5,20,20,16,4,2,2,2,0,0,23000,11500,2150,13650,NA,NA,NA,25,1,NA,135,NA,NA,4,0,0,1,0,1,0,0,2
"1233",17148,"Tratamiento 1",1,2,20.75,17,17,17,0,1,1,1,0,0,30000,30000,2200,32200,2,1,0,20,1,60,90,4,3,3,0,0,0,1,1,0,0,2
"1234",17149,"Tratamiento 1",1,2,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1000,1,90,NA,NA,NA,4,1,0,0,1,1,0,0,1
"1235",17154,"Tratamiento 1",1,2,0,8,8,8,0,3,3,3,0,0,9000,3000,1200,4200,NA,NA,NA,1000,0,90,NA,4,5,3,1,0,0,0,1,0,1,3
"1236",17174,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,21,0,120,NA,5,2,7,0,0,1,0,1,0,0,2
"1237",17233,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,20,1,150,NA,4,10,3,0,0,1,0,1,0,0,3
"1238",17325,"Tratamiento 1",1,2,4,7,7,5,2,1,1,0,1,1,28000,28000,8700,36700,NA,NA,NA,20,1,120,110,1,1,5,0,1,0,0,1,0,0,2
"1239",17333,"Tratamiento 1",1,2,4.5,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1,120,NA,6,10,7,0,0,0,1,1,0,0,2
"1240",17334,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,1,60,NA,3,10,2,0,0,1,0,1,0,0,2
"1241",17361,"Tratamiento 1",1,2,12,5,5,1,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,120,NA,10,15,8,0,0,1,0,1,0,0,3
"1242",17362,"Tratamiento 1",1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,21,1,165,NA,7,10,3,0,0,1,0,1,0,0,2
"1243",17385,"Tratamiento 1",1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,21,1,60,NA,2,5,4,1,0,0,1,1,0,0,3
"1244",17400,"Tratamiento 1",1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,90,NA,10,10,3,1,0,0,0,1,0,1,1
"1245",17410,"Tratamiento 1",1,2,6.75,14,14,11,3,4,4,3,1,1,32500,8125,6225,14350,1,2,0,21,1,120,NA,10,15,3,0,0,1,0,1,0,0,2
"1246",17411,"Tratamiento 1",1,2,4.25,9,9,9,0,1,1,1,0,0,3000,3000,1700,4700,2,2,0,21,1,30,120,3,1,3,0,0,1,0,1,0,0,2
"1247",17424,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,21,1,50,90,3,10,5,0,0,1,0,0,0,0,2
"1248",17461,"Tratamiento 1",1,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1,120,60,4,5,4,0,0,0,1,0,0,0,2
"1249",17465,"Tratamiento 1",1,2,2,2,2,2,0,1,1,1,0,0,28000,28000,15500,43500,1,0,0,26,1,30,70,4,10,2,0,0,1,0,1,0,0,2
"1250",17468,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,25,1,NA,60,NA,NA,4,0,0,1,0,1,0,0,2
"1251",17492,"Tratamiento 1",1,2,8,10,10,8,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,70,NA,10,8,3,0,0,1,0,1,0,0,1
"1252",17569,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,0,75,NA,3,10,4,1,0,0,0,1,0,0,3
"1253",17583,"Tratamiento 1",1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,20,1,75,NA,3,15,3,0,1,0,0,1,0,1,2
"1254",17594,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,NA,60,NA,NA,4,0,1,0,0,1,0,0,1
"1255",17613,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,20,0,50,NA,1,3,4,0,0,0,1,1,0,0,2
"1256",17621,"Tratamiento 1",1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20,1,60,NA,1,10,3,0,0,1,0,1,0,0,3
"1257",17629,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,21,1,50,NA,NA,NA,3,1,0,0,0,0,1,0,2
"1258",17631,"Tratamiento 1",1,2,14,12,12,10,2,1,1,1,0,0,50000,50000,12700,62700,3,3,0,20,0,110,NA,2,5,4,0,0,1,0,1,0,1,2
"1259",17689,"Tratamiento 1",1,2,15,9,9,7,2,2,2,2,0,0,20000,10000,2450,12450,NA,NA,NA,26,1,105,NA,3,10,3,0,0,1,0,1,0,0,2
"1260",17691,"Tratamiento 1",1,2,10,12,12,8,4,3,3,0,3,3,53000,17666.6666666667,15083.3333333333,32750,1,1,0,21,1,75,NA,5,7,5,0,0,1,0,1,0,0,1
"1261",17716,"Tratamiento 1",1,2,8.5,12,12,12,0,2,2,2,0,0,10000,5000,1975,6975,2,2,0,20,1,NA,120,NA,NA,2,0,0,1,0,1,0,0,2
"1262",17721,"Tratamiento 1",1,2,2.25,11,11,11,0,2,2,2,0,0,19000,9500,1850,11350,3,1,0,20,1,90,60,4,10,3,0,0,1,0,1,0,0,3
"1263",17734,"Tratamiento 1",1,2,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,1,60,90,2,10,3,0,0,1,0,0,0,0,2
"1264",17767,"Tratamiento 1",1,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,30,1,150,NA,4,5,4,1,1,0,0,0,0,0,2
"1265",17768,"Tratamiento 1",1,2,9.75,22,22,14,8,2,2,2,0,0,40000,20000,1200,21200,2,1,0,20,1,NA,120,NA,NA,2,0,0,1,0,1,0,0,2
"1266",17778,"Tratamiento 1",1,2,7,12,12,9,3,2,2,0,2,2,30000,15000,8700,23700,1,1,0,20,0,90,NA,2,3,4,0,0,0,1,1,0,0,2
"1267",17782,"Tratamiento 1",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,21,0,60,NA,NA,NA,4,1,0,0,1,1,0,1,3
"1268",17800,"Tratamiento 1",1,2,9.75,3,3,3,0,1,1,1,0,0,5000,5000,1400,6400,NA,NA,NA,1000,1,70,60,2,5,5,0,0,0,1,0,0,1,2
"1269",17828,"Tratamiento 1",1,2,10.25,15,15,13,2,2,2,2,0,0,14000,7000,2100,9100,1,1,0,21,1,60,NA,4,3,2,0,0,1,0,1,0,0,2
"1270",17844,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1000,1,90,NA,6,10,6,0,0,1,0,1,0,0,2
"1271",17873,"Tratamiento 1",1,2,3.75,8,8,6,2,1,1,0,1,1,10000,10000,5100,15100,1,0,0,20,1,NA,150,NA,NA,6,0,0,1,0,1,0,1,2
"1272",17905,"Tratamiento 1",1,2,9.25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,20,1,60,90,5,10,3,0,1,0,0,1,0,0,2
"1273",17912,"Tratamiento 1",1,2,17.75,31,31,21,10,2,2,2,0,0,78000,39000,22050,61050,NA,NA,NA,31,1,80,75,4,10,4,0,0,1,0,1,0,0,2
"1274",17915,"Tratamiento 1",1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,30,NA,1,2,6,0,0,1,0,1,0,0,2
"1275",17951,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,60,NA,2,7,4,0,0,1,0,1,0,0,2
"1276",17980,"Tratamiento 1",1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1,120,40,4,3,5,0,0,0,1,0,0,0,2
"1277",18006,"Tratamiento 1",1,2,13,24,24,24,0,2,2,2,0,0,15000,7500,1050,8550,1,2,0,20,1,120,NA,7,10,5,1,0,0,0,1,0,1,2
"1278",18020,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,26,1,125,NA,5,10,1,0,0,1,0,1,0,0,1
"1279",18029,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1000,1,120,NA,1,5,3,0,0,0,1,1,0,0,1
"1280",18031,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1000,1,90,NA,3,5,1,0,0,1,0,0,0,0,2
"1281",18055,"Control",0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1000,0,40,NA,10,15,2,0,0,0,1,1,0,0,4
"1282",18089,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,30,NA,3,6,3,0,0,1,0,1,0,0,2
"1283",18111,"Control",0,0,4.25,12,12,12,0,4,4,4,0,0,22600,5650,1425,7075,1,1,0,1000,1,NA,120,NA,NA,4,0,0,1,0,1,0,0,1
"1284",18113,"Control",0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1000,1,20,NA,NA,NA,4,0,1,0,0,1,0,1,2
"1285",18132,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,195,NA,4,10,2,0,0,1,0,1,0,1,2
"1286",18159,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1000,1,NA,60,NA,NA,6,0,0,0,1,0,0,1,3
"1287",18204,"Control",0,0,2.75,4,4,3,1,2,2,2,0,0,10000,5000,0,5000,2,0,0,1000,1,NA,150,NA,NA,4,0,1,0,0,1,0,0,2
"1288",18213,"Control",0,0,2.5,3,3,3,0,2,2,2,0,0,9000,4500,700,5200,1,0,0,1000,1,10,60,NA,NA,5,0,1,0,0,0,0,1,2
"1289",18229,"Control",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,80,NA,1,3,4,0,0,1,0,0,0,0,1
"1290",18317,"Control",0,0,6,11,11,11,0,0,0,0,0,0,0,0,0,0,2,1,0,1000,1,10,120,NA,NA,2,0,1,0,1,1,0,0,2
"1291",18331,"Control",0,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,1,70,NA,6,7,7,1,1,0,1,1,0,0,2
"1292",18357,"Control",0,0,9.5,9,9,7,2,5,5,4,1,1,21500,4300,1260,5560,NA,NA,NA,1000,1,120,NA,2,6,2,0,0,1,0,1,0,0,3
"1293",18390,"Control",0,0,4.5,12,12,12,0,3,3,3,0,0,20000,6666.66666666667,6000,12666.6666666667,1,1,0,1000,1,65,105,2,10,3,1,0,0,0,1,0,0,2
"1294",18399,"Control",0,0,0.5,7,7,7,0,1,1,1,0,0,20000,20000,1000,21000,1,1,0,1000,0,40,30,4,5,4,1,0,0,0,1,0,1,3
"1295",18470,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,150,NA,2,5,4,0,0,1,0,1,0,1,1
"1296",18489,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,120,NA,10,15,2,1,0,0,0,0,1,0,3
"1297",18496,"Control",0,0,6.5,8,8,7,1,1,1,0,1,1,20000,20000,17300,37300,2,1,0,1000,0,30,105,1,1,2,0,0,1,0,1,0,0,1
"1298",18552,"Control",0,0,13.75,10,10,10,0,2,2,2,0,0,60000,30000,400,30400,NA,NA,NA,1000,1,70,NA,5,8,3,0,0,1,0,1,0,0,1
"1299",18600,"Control",0,0,9,15,15,12,3,1,1,1,0,0,10000,10000,0,10000,1,1,0,1000,0,50,NA,1,3,3,0,0,1,0,1,0,1,2
"1300",18621,"Control",0,0,5.25,8,8,6,2,1,1,1,0,0,25000,25000,3900,28900,5,1,0,1000,1,30,60,2,1,3,0,0,0,1,0,0,0,2
"1301",18623,"Control",0,0,10,6,6,6,0,1,1,1,0,0,10000,10000,4700,14700,1,2,0,1000,1,15,90,NA,NA,2,0,0,0,1,1,0,0,2
"1302",18645,"Control",0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,1,90,NA,2,5,4,0,0,1,0,1,0,0,1
"1303",18650,"Control",0,0,10,25,25,20,5,2,2,1,1,1,48000,24000,0,24000,2,0,0,1000,0,180,NA,7,5,3,0,0,1,0,0,0,1,1
"1304",18740,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,25,90,1,2,2,0,1,0,1,1,0,0,2
"1305",18747,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,1,60,NA,1,2,4,1,1,0,1,1,0,1,2
"1306",18759,"Control",0,0,12.5,8,8,8,0,1,1,1,0,0,55000,55000,2800,57800,1,2,0,1000,1,80,NA,4,10,1,0,1,0,0,1,0,0,2
"1307",18763,"Control",0,0,18,23,23,20,3,2,2,1,1,1,35000,17500,4850,22350,3,2,0,1000,1,150,NA,6,7,4,0,0,0,1,1,0,0,2
"1308",18781,"Control",0,0,3.25,9,9,9,0,1,1,1,0,0,10000,10000,400,10400,1,0,0,1000,1,NA,90,NA,NA,3,1,0,0,0,1,0,1,2
"1309",18789,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1000,1,40,NA,NA,NA,4,0,1,0,0,1,0,1,2
"1310",18825,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,75,NA,NA,NA,2,0,0,0,1,1,0,0,2
"1311",18876,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,1,30,30,5,15,2,0,0,1,0,0,0,0,2
"1312",18953,"Control",0,0,13.25,14,14,10,4,2,2,1,1,1,40000,20000,0,20000,1,1,0,1000,0,60,NA,7,8,2,0,0,0,1,1,0,0,3
"1313",18966,"Control",0,0,4.25,9,9,9,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,1,60,NA,3,8,5,1,0,0,0,1,0,0,3
"1314",18988,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,40,NA,1,6,3,0,0,1,0,0,0,1,3
"1315",18998,"Control",0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1000,1,120,NA,5,15,6,0,0,0,1,1,0,0,3
"1316",19016,"Control",0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,1,10,60,NA,NA,2,0,0,1,0,1,0,0,2
"1317",19038,"Tratamiento 1",1,2,2,16,16,16,0,0,0,0,0,0,0,0,0,0,2,1,0,21,1,NA,90,NA,NA,3,0,0,1,0,0,0,0,2
"1318",19040,"Tratamiento 2",1,1,3.5,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,21,1,NA,120,NA,NA,3,0,0,0,1,1,0,0,2
"1319",19124,"Tratamiento 1",1,2,34.5,20,20,12,8,0,0,0,0,0,0,0,0,0,1,2,0,21,0,120,NA,3,5,5,1,0,0,0,1,0,1,1
"1320",19152,"Tratamiento 1",1,2,10,2,2,2,0,1,1,1,0,0,20000,20000,0,20000,NA,NA,NA,1000,0,60,NA,2,1,3,0,0,1,0,1,0,0,3
"1321",19164,"Tratamiento 1",1,2,15.25,3,3,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,25,0,NA,50,NA,NA,4,0,0,0,1,1,0,1,2
"1322",19177,"Tratamiento 2",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,NA,60,NA,NA,1,0,0,0,1,0,0,0,2
"1323",19270,"Tratamiento 2",1,1,0,4,4,2,2,0,0,0,0,0,0,0,0,0,2,1,0,20,1,90,120,3,10,4,0,0,0,1,1,0,0,3
"1324",19280,"Tratamiento 2",1,1,8.25,13,13,11,2,1,1,1,0,0,10000,10000,0,10000,1,2,0,20,0,75,30,6,6,5,0,0,0,1,0,0,0,2
"1325",19292,"Tratamiento 2",1,1,7.25,8,8,8,0,0,0,0,0,0,0,0,0,0,1,2,0,20,0,45,105,NA,NA,3,1,1,0,0,1,0,0,2
"1326",19310,"Tratamiento 2",1,1,3.5,19,19,17,2,4,4,3,1,1,32000,8000,0,8000,NA,NA,NA,26,1,NA,60,NA,NA,3,0,0,1,0,1,0,0,2
"1327",19336,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21,1,70,NA,8,15,3,0,0,0,1,1,0,0,2
"1328",19361,"Tratamiento 2",1,1,13.25,14,14,10,4,4,4,4,0,0,24700,6175,5250,11425,NA,NA,NA,1000,1,80,NA,4,15,3,0,0,0,1,1,0,0,2
"1329",19417,"Tratamiento 2",1,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,130,NA,2,3,2,0,0,1,0,1,0,0,2
"1330",19470,"Tratamiento 2",1,1,13.25,13,13,10,3,2,2,1,1,1,26000,13000,1650,14650,3,1,0,25,1,60,NA,1,2,5,0,0,1,0,1,0,0,2
"1331",19514,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,21,0,90,90,1,2,5,0,0,1,0,0,0,0,1
"1332",19525,"Tratamiento 1",1,2,1,17,17,14,3,2,2,1,1,1,58000,29000,0,29000,NA,NA,NA,20,1,85,NA,8,10,6,0,0,1,0,1,0,0,2
"1333",19642,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,26,1,50,NA,5,10,5,0,0,1,0,1,0,0,2
"1334",19658,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,1,60,NA,1,2,3,0,0,0,1,1,0,0,2
"1335",19660,"Tratamiento 1",1,2,13.5,13,13,13,0,1,1,1,0,0,30000,30000,0,30000,NA,NA,NA,20,1,70,NA,3,5,3,0,0,1,0,1,0,0,3
"1336",19677,"Tratamiento 1",1,2,14,15,15,12,3,2,2,1,1,1,48000,24000,8400,32400,2,1,0,20,1,90,NA,3,5,4,0,0,1,0,1,0,0,1
"1337",19754,"Tratamiento 2",1,1,9.75,12,12,10,2,1,1,1,0,0,15000,15000,0,15000,NA,NA,NA,1000,1,60,NA,15,15,3,0,0,1,0,1,0,0,3
"1338",19768,"Tratamiento 2",1,1,13.25,21,21,19,2,5,5,4,1,1,30000,6000,600,6600,NA,NA,NA,1000,0,90,NA,5,5,4,0,1,0,0,1,0,0,2
"1339",19788,"Tratamiento 2",1,1,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,1,15,NA,NA,NA,4,0,0,0,1,1,0,0,2
"1340",19816,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,60,60,3,10,11,0,1,0,1,0,1,0,2
"1341",19820,"Tratamiento 1",1,2,7.5,10,10,10,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,30,120,2,8,5,0,0,1,0,1,0,0,2
"1342",19852,"Tratamiento 2",1,1,13.25,11,11,11,0,1,1,1,0,0,21000,21000,1500,22500,2,2,0,20,0,90,90,5,5,5,0,0,1,0,1,0,0,1
"1343",19873,"Tratamiento 2",1,1,24.5,23,23,20,3,2,2,2,0,0,25000,12500,1950,14450,2,1,0,20,1,80,NA,4,8,10,0,1,0,0,1,0,0,2
"1344",19906,"Tratamiento 2",1,1,2.75,8,8,8,0,2,2,2,0,0,10000,5000,0,5000,1,1,0,21,0,60,90,NA,NA,6,1,0,0,1,1,0,0,2
"1345",19908,"Tratamiento 1",1,2,7.75,17,17,16,1,1,1,1,0,0,30000,30000,0,30000,1,1,0,20,0,240,NA,2,1,1,0,0,1,0,1,0,0,3
"1346",20005,"Tratamiento 1",1,2,0,16,16,9,7,0,0,0,0,0,0,0,0,0,1,2,0,21,1,45,80,1,2,2,0,0,1,0,1,0,0,2
"1347",20080,"Tratamiento 1",1,2,7.75,12,12,12,0,4,4,4,0,0,51000,12750,5125,17875,1,1,0,20,1,150,NA,4,5,4,0,0,1,0,1,0,0,2
"1348",20082,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,0,120,NA,4,10,3,0,1,0,0,1,0,1,2
"1349",20083,"Control",0,0,9.75,9,9,6,3,2,2,1,1,1,27500,13750,4450,18200,NA,NA,NA,1000,1,NA,120,NA,NA,1,0,0,1,0,1,0,0,2
"1350",20326,"Tratamiento 1",1,2,1.5,2,2,1,1,1,1,0,1,1,5000,5000,0,5000,1,1,0,1000,1,120,NA,3,5,3,0,0,1,0,1,0,0,1
"1351",20392,"Tratamiento 1",1,2,7.75,5,5,5,0,0,0,0,0,0,0,0,0,0,2,0,2,25,1,60,100,1,2,5,1,0,0,1,1,0,0,2
"1352",20399,"Tratamiento 1",1,2,13.75,14,14,12,2,3,3,2,1,1,23000,7666.66666666667,6233.33333333333,13900,3,2,0,20,0,45,NA,2,5,7,0,0,1,0,0,0,0,2
"1353",20412,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1,40,NA,6,15,6,1,0,0,1,1,0,0,3
"1354",20452,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1000,1,85,NA,7,15,4,0,0,1,0,1,0,0,2
"1355",20482,"Control",0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,30,30,3,5,4,0,0,0,1,1,0,0,2
"1356",20492,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,21,1,30,120,6,20,4,0,0,1,0,1,0,0,1
"1357",20569,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,1,45,NA,3,10,3,0,0,1,0,1,0,0,2
"1358",20591,"Control",0,0,3.5,2,2,2,0,1,1,1,0,0,5000,5000,3000,8000,3,0,0,1000,1,60,NA,4,4,4,0,0,1,0,1,0,0,3
